study_id,title,doi,journal,year,country,species_english,species_latin,fish_family,sex,age,exposure_id,assay_id,pharmaceutical,pharmaceutical_class,dosage,dosage_unit,duration,duration_unit,immune_trait,immune_category_high,orientation,data_source,control_mean,control_sd,control_se,control_n,treatment_mean,treatment_sd,treatment_se,treatment_n
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp04,4165_iftikhar_2023_exp04_assay03,sulfamethoxazole,antibiotic,100,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,7.61E-01,3.13E-01,1.57E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp05,4165_iftikhar_2023_exp05_assay03,sulfamethoxazole,antibiotic,200,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,5.52E-01,3.73E-01,1.87E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp06,4165_iftikhar_2023_exp06_assay03,sulfamethoxazole,antibiotic,500,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,9.25E-01,8.66E-01,6.12E-01,2
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp01,4165_iftikhar_2023_exp01_assay04,sulfamethoxazole,antibiotic,12.5,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,2.34E+00,6.52E-01,2.92E-01,5
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp02,4165_iftikhar_2023_exp02_assay04,sulfamethoxazole,antibiotic,23,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,4.10E+00,3.18E+00,1.59E+00,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp03,4165_iftikhar_2023_exp03_assay04,sulfamethoxazole,antibiotic,50,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,2.76E+00,5.37E-01,2.69E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp04,4165_iftikhar_2023_exp04_assay04,sulfamethoxazole,antibiotic,100,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,2.46E+00,9.21E-01,3.76E-01,6
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp05,4165_iftikhar_2023_exp05_assay04,sulfamethoxazole,antibiotic,200,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,2.42E+00,1.07E+00,5.37E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp06,4165_iftikhar_2023_exp06_assay04,sulfamethoxazole,antibiotic,500,ug/l,48,hours,normalized expression il17a,cytokines,-1,4165_iftikhar_2023_fig3d.jpg,1.99E+00,2.30E-01,1.03E-01,5,7.75E+00,4.95E+00,2.21E+00,5
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay01,diclofenac,anti-inflammatory,1.57,mg/l,42,days,WBCx10^4 cells/mm3,WBC,1,40_Ajima_2015_table1,3.68E+00,3.16E-01,1.00E-01,10,7.00E+01,1.58E-01,5.00E-02,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay01,diclofenac,anti-inflammatory,3.14,mg/l,42,days,WBCx10^4 cells/mm3,WBC,1,40_Ajima_2015_table1,3.68E+00,3.16E-01,1.00E-01,10,3.79E+00,3.16E-01,1.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay01,diclofenac,anti-inflammatory,6.28,mg/l,42,days,WBCx10^4 cells/mm3,WBC,1,40_Ajima_2015_table1,3.68E+00,3.16E-01,1.00E-01,10,3.80E+00,3.16E-01,1.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay02,diclofenac,anti-inflammatory,1.57,mg/l,42,days,neutrophil,WBC,1,40_Ajima_2015_table2,6.20E+01,3.16E+00,1.00E+00,10,5.96E+01,1.58E+00,5.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay02,diclofenac,anti-inflammatory,3.14,mg/l,42,days,neutrophil,WBC,1,40_Ajima_2015_table2,6.20E+01,3.16E+00,1.00E+00,10,6.30E+01,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay02,diclofenac,anti-inflammatory,6.28,mg/l,42,days,neutrophil,WBC,1,40_Ajima_2015_table2,6.20E+01,3.16E+00,1.00E+00,10,6.50E+01,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay03,diclofenac,anti-inflammatory,1.57,mg/l,42,days,Lymphocyte,WBC,1,40_Ajima_2015_table2,2.76E+01,1.58E+00,5.00E-01,10,2.67E+01,1.58E+00,5.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay03,diclofenac,anti-inflammatory,3.14,mg/l,42,days,Lymphocyte,WBC,1,40_Ajima_2015_table2,2.76E+01,1.58E+00,5.00E-01,10,2.69E+01,1.58E+00,5.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay03,diclofenac,anti-inflammatory,6.28,mg/l,42,days,Lymphocyte,WBC,1,40_Ajima_2015_table2,2.76E+01,1.58E+00,5.00E-01,10,2.67E+01,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay04,diclofenac,anti-inflammatory,1.57,mg/l,42,days,Monocytes,WBC,1,40_Ajima_2015_table2,4.55E+00,1.58E+00,5.00E-01,10,5.60E+00,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay04,diclofenac,anti-inflammatory,3.14,mg/l,42,days,Monocytes,WBC,1,40_Ajima_2015_table2,4.55E+00,1.58E+00,5.00E-01,10,6.00E+00,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay04,diclofenac,anti-inflammatory,6.28,mg/l,42,days,Monocytes,WBC,1,40_Ajima_2015_table2,4.55E+00,1.58E+00,5.00E-01,10,5.55E+00,1.58E+00,5.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay05,diclofenac,anti-inflammatory,1.57,mg/l,42,days,Eosinophils,WBC,1,40_Ajima_2015_table2,4.10E+00,2.53E+00,8.00E-01,10,4.20E+00,3.16E+00,1.00E+00,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay05,diclofenac,anti-inflammatory,3.14,mg/l,42,days,Eosinophils,WBC,1,40_Ajima_2015_table2,4.10E+00,2.53E+00,8.00E-01,10,4.15E+00,2.85E+00,9.00E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay05,diclofenac,anti-inflammatory,6.28,mg/l,42,days,Eosinophils,WBC,1,40_Ajima_2015_table2,4.10E+00,2.53E+00,8.00E-01,10,4.25E+00,2.59E+00,8.20E-01,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp01,40_Ajima_2015_exp01_assay06,diclofenac,anti-inflammatory,1.57,mg/l,42,days,Basophils,WBC,1,40_Ajima_2015_table2,2.08E+00,1.58E-01,5.00E-02,10,2.10E+00,1.58E-01,5.00E-02,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp02,40_Ajima_2015_exp02_assay06,diclofenac,anti-inflammatory,3.14,mg/l,42,days,Basophils,WBC,1,40_Ajima_2015_table2,2.08E+00,1.58E-01,5.00E-02,10,2.09E+00,1.58E-01,5.00E-02,10
40_Ajima_2015,"Chronic diclofenac (DCF) exposure alters both enzymatic and haematological profile of African catfish, Clarias gariepinus",10.3109/01480545.2014.974108,Drug and Chemical Toxicology,2015,nigeria,african catfish,Clarias gariepinus,Clariidae,mixed,juvenile,40_Ajima_2015_exp03,40_Ajima_2015_exp03_assay06,diclofenac,anti-inflammatory,6.28,mg/l,42,days,Basophils,WBC,1,40_Ajima_2015_table2,2.08E+00,1.58E-01,5.00E-02,10,2.07E+00,1.58E-01,5.00E-02,10
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp01,443_carvalho_2023_exp01_assay01,ciprofloxacin,antibiotic,1,ug/l,28,days,leukocytes male 10^3/ul,WBC,1,443_carvalho_2023_table1,2.52E+01,5.67E+00,1.71E+00,11,1.45E+01,1.13E+01,3.56E+00,10
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp02,443_carvalho_2023_exp02_assay01,ciprofloxacin,antibiotic,10,ug/l,28,days,leukocytes male 10^3/ul,WBC,1,443_carvalho_2023_table1,2.52E+01,5.67E+00,1.71E+00,11,2.94E+01,2.02E+01,8.23E+00,6
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp03,443_carvalho_2023_exp03_assay01,ciprofloxacin,antibiotic,100,ug/l,28,days,leukocytes male 10^3/ul,WBC,1,443_carvalho_2023_table1,2.52E+01,5.67E+00,1.71E+00,11,9.23E+00,6.17E+00,2.18E+00,8
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp01,443_carvalho_2023_exp01_assay02,ciprofloxacin,antibiotic,1,ug/l,28,days,leukocytes female 10^3/ul,WBC,1,443_carvalho_2023_table1,2.63E+01,8.25E+00,2.75E+00,9,2.27E+01,9.14E+00,2.89E+00,10
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp02,443_carvalho_2023_exp02_assay02,ciprofloxacin,antibiotic,10,ug/l,28,days,leukocytes female 10^3/ul,WBC,1,443_carvalho_2023_table1,2.63E+01,8.25E+00,2.75E+00,9,1.35E+01,6.59E+00,1.76E+00,14
443_carvalho_2023,Experimentally exposed toxic effects of long-term exposure to environmentally relevant concentrations of CIP in males and females of the silver catfish Rhamdia quelen,10.1016/j.chemosphere.2023.139216,Chemosphere,2023,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,443_carvalho_2023_exp03,443_carvalho_2023_exp03_assay02,ciprofloxacin,antibiotic,100,ug/l,28,days,leukocytes female 10^3/ul,WBC,1,443_carvalho_2023_table1,2.63E+01,8.25E+00,2.75E+00,9,1.28E+01,1.04E+01,2.99E+00,12
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp01,1125_guiloski_2017_exp01_assay01,paracetamol,anti-inflammatory,0.25,ug/l,21,days,leukocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.36E+02,1.17E+01,3.70E+00,10,1.74E+02,2.18E+01,6.90E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp02,1125_guiloski_2017_exp02_assay01,paracetamol,anti-inflammatory,2.5,ug/l,21,days,leukocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.36E+02,1.17E+01,3.70E+00,10,1.73E+02,3.64E+01,1.15E+01,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp01,1125_guiloski_2017_exp01_assay02,paracetamol,anti-inflammatory,0.25,ug/l,21,days,monocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.31E+01,5.69E+00,1.80E+00,10,1.55E+01,6.32E+00,2.00E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp02,1125_guiloski_2017_exp02_assay02,paracetamol,anti-inflammatory,2.5,ug/l,21,days,monocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.31E+01,5.69E+00,1.80E+00,10,1.86E+01,6.32E+00,2.00E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp01,1125_guiloski_2017_exp01_assay03,paracetamol,anti-inflammatory,0.25,ug/l,21,days,lymphocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.15E+02,7.27E+00,2.30E+00,10,9.14E+01,1.64E+01,5.20E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp02,1125_guiloski_2017_exp02_assay03,paracetamol,anti-inflammatory,2.5,ug/l,21,days,lymphocytes 10^3/ul,WBC,1,1125_guiloski_2017_table1,1.15E+02,7.27E+00,2.30E+00,10,1.15E+02,2.97E+01,9.40E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp01,1125_guiloski_2017_exp01_assay04,paracetamol,anti-inflammatory,0.25,ug/l,21,days,neutrophil 10^3/ul,WBC,1,1125_guiloski_2017_table1,7.30E+00,3.48E+00,1.10E+00,10,6.73E+01,1.77E+01,5.60E+00,10
1125_guiloski_2017,Paracetamol causes endocrine disruption and hepatotoxicity in male fish Rhamdia quelen after subchronic exposure,10.1016/j.etap.2017.05.005,Environmental Toxicology and Pharmacology,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,1125_guiloski_2017_exp02,1125_guiloski_2017_exp02_assay04,paracetamol,anti-inflammatory,2.5,ug/l,21,days,neutrophil 10^3/ul,WBC,1,1125_guiloski_2017_table1,7.30E+00,3.48E+00,1.10E+00,10,3.90E+01,1.52E+01,4.80E+00,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp01,2099_mathias_2018_exp01_assay01,ibuprofen,anti-inflammatory,0.1,ug/l,14,days,leukocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,3.03E+01,4.43E+00,1.40E+00,10,5.80E+00,2.85E+00,9.00E-01,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp02,2099_mathias_2018_exp02_assay01,ibuprofen,anti-inflammatory,1,ug/l,14,days,leukocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,3.03E+01,4.43E+00,1.40E+00,10,6.00E+00,1.90E+00,6.00E-01,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp03,2099_mathias_2018_exp03_assay01,ibuprofen,anti-inflammatory,10,ug/l,14,days,leukocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,3.03E+01,4.43E+00,1.40E+00,10,2.60E+01,4.74E+00,1.50E+00,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp01,2099_mathias_2018_exp01_assay02,ibuprofen,anti-inflammatory,0.1,ug/l,14,days,neutrophils 10^3/ul,WBC,1,2099_mathias_2018_table2,2.60E+00,6.32E-01,2.00E-01,10,5.00E-02,9.49E-02,3.00E-02,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp02,2099_mathias_2018_exp02_assay02,ibuprofen,anti-inflammatory,1,ug/l,14,days,neutrophils 10^3/ul,WBC,1,2099_mathias_2018_table2,2.60E+00,6.32E-01,2.00E-01,10,1.00E-01,1.26E-01,4.00E-02,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp03,2099_mathias_2018_exp03_assay02,ibuprofen,anti-inflammatory,10,ug/l,14,days,neutrophils 10^3/ul,WBC,1,2099_mathias_2018_table2,2.60E+00,6.32E-01,2.00E-01,10,9.00E-01,2.85E-01,9.00E-02,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp01,2099_mathias_2018_exp01_assay03,ibuprofen,anti-inflammatory,0.1,ug/l,14,days,lymphocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,2.27E+01,6.32E+00,2.00E+00,10,6.00E+00,2.53E+00,8.00E-01,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp02,2099_mathias_2018_exp02_assay03,ibuprofen,anti-inflammatory,1,ug/l,14,days,lymphocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,2.27E+01,6.32E+00,2.00E+00,10,5.00E+00,1.90E+00,6.00E-01,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp03,2099_mathias_2018_exp03_assay03,ibuprofen,anti-inflammatory,10,ug/l,14,days,lymphocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,2.27E+01,6.32E+00,2.00E+00,10,2.02E+01,6.32E+00,2.00E+00,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp01,2099_mathias_2018_exp01_assay04,ibuprofen,anti-inflammatory,0.1,ug/l,14,days,monocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,1.40E+00,6.32E-01,2.00E-01,10,3.00E-01,1.58E-01,5.00E-02,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp02,2099_mathias_2018_exp02_assay04,ibuprofen,anti-inflammatory,1,ug/l,14,days,monocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,1.40E+00,6.32E-01,2.00E-01,10,4.00E-01,1.90E-01,6.00E-02,10
2099_mathias_2018,Effects of low concentrations of ibuprofen on freshwater fish Rhamdia quelen,10.1016/j.etap.2018.03.008,Environmental Toxicology and Pharmacology,2018,brazil,south american catfish,Rhamdia quelen,Heptapteridae,male,adult,2099_mathias_2018_exp03,2099_mathias_2018_exp03_assay04,ibuprofen,anti-inflammatory,10,ug/l,14,days,monocytes 10^3/ul,WBC,1,2099_mathias_2018_table2,1.40E+00,6.32E-01,2.00E-01,10,1.00E+00,2.85E-01,9.00E-02,10
